canonical_smiles,molecule_chembl_id,standard_units,standard_value,units,value
CNc1[nH]ncc1-c1nc2ccccc2s1,CHEMBL3680987,nM,1700.0,nM,1700.0
Cc1[nH]nc(N)c1-c1nc2cc(F)c(CO)cc2s1,CHEMBL3680988,nM,100.0,nM,100.0
Cc1[nH]nc(N)c1-c1nc2cc(CO)ccc2s1,CHEMBL3680989,nM,3700.0,nM,3700.0
Cc1[nH]nc(N)c1-c1nc2ccc(CO)cc2s1,CHEMBL3680990,nM,900.0,nM,900.0
c1ccc2sc(-c3cn[nH]c3)nc2c1,CHEMBL3680991,nM,1600.0,nM,1600.0
NS(=O)(=O)c1ccc2nc(-c3cn[nH]c3)sc2c1,CHEMBL3680992,nM,500.0,nM,500.0
Nc1[nH]ncc1-c1nc2cc(F)c(S(N)(=O)=O)cc2s1,CHEMBL3639798,nM,20.0,nM,20.0
Cc1[nH]nc(N)c1-c1nc2c(F)c(F)c(F)c(S(N)(=O)=O)c2s1,CHEMBL3680993,nM,70.0,nM,70.0
COC(=O)c1cc2sc(-c3c(N)n[nH]c3C)nc2cc1F,CHEMBL3680994,nM,60.0,nM,60.0
CNS(=O)(=O)c1cc2sc(-c3c(N)n[nH]c3C)nc2cc1F,CHEMBL3680995,nM,40.0,nM,40.0
Cc1[nH]nc(N)c1-c1nc2ccc(C(=O)O)cc2s1,CHEMBL3680996,nM,1100.0,nM,1100.0
COC(=O)c1ccc2nc(-c3c(N)n[nH]c3C)sc2c1,CHEMBL3680997,nM,300.0,nM,300.0
CNS(=O)(=O)c1ccc2nc(-c3c(N)n[nH]c3C)sc2c1,CHEMBL3680998,nM,70.0,nM,70.0
Cc1cc(NS(=O)(=O)c2ccc3nc(-c4c(N)n[nH]c4C)sc3c2)nc(C)n1,CHEMBL3680999,nM,2600.0,nM,2600.0
COC(=O)c1cccc2nc(-c3c(N)n[nH]c3C)sc12,CHEMBL3681000,nM,700.0,nM,700.0
Cc1[nH]ncc1-c1nc2ccccc2s1,CHEMBL3681001,nM,900.0,nM,900.0
Oc1ccccc1-c1n[nH]cc1-c1nc2ccccc2s1,CHEMBL3681002,nM,4600.0,nM,4600.0
Nc1ccc2nc(-c3cn[nH]c3N)sc2c1,CHEMBL3681003,nM,500.0,nM,500.0
